name_playlist;name_video;published;view_count;like_count;dislike_count;favorite_count;comment_count;duration
Закладка;Закладка #34: Шекспир, Эйзенштейн, петербургские дома и руководство по написанию мультфильма;2020-09-28T07:00:07Z;30149;1014;24;0;66;580
Закладка;Закладка #33: лучшие музеи Европы, сказка о Петербурге, дневники Монтеня и заметки Витгенштейна;2020-08-31T07:00:03Z;22354;1071;21;0;95;608
Закладка;Закладка #32: Хржановский, Каретников, Пиотровский и японские сказки на Смоленском кладбище;2020-08-17T08:30:00Z;20176;1025;34;0;103;746
Закладка;Закладка #31: письма Параджанова, Рим Ипполитова, Петр Вайль и «Топология страсти» #ещенепознер;2020-08-03T07:00:15Z;26403;1258;32;0;176;-1
Закладка;Закладка #30: Сокуров, Звягинцев и Мамардашвили, история чтения и книга про маму #ещенепознер;2020-07-20T07:00:00Z;26692;1243;28;0;178;569
Закладка;Закладка #29: идеальное путешествие, «Солнечное вещество», Хайдеггер и Тухачевский #ещенепознер;2020-07-06T07:00:20Z;29800;1520;28;0;407;497
Закладка;Закладка #28: Роберт Капа и заговор Бодрийяра, дневники Берггольц и «Мания Жизели» #ещенепознер;2020-06-22T07:00:21Z;26673;1067;17;0;333;496
Закладка;Закладка #27: 50 лучших фильмов, Шуберт и Солярис, Манн и Мень #ещенепознер;2020-06-01T07:00:11Z;31298;1451;21;0;625;555
Закладка;Закладка #26: Балабанов, мемуары Бардина, стихи Тарковского и великий роман Селина #ещенепознер;2020-05-18T07:00:00Z;28642;1290;25;0;384;468
Закладка;Закладка #25: Седакова о Рембрандте, Мандельштам и Рахманинов, Эрмитаж на каждый день #ещенепознер;2020-05-04T08:24:09Z;28163;1290;16;0;452;614
Закладка;Закладка #24: Гаспаров, Чуковская, сценарии Луцика и Саморядова, лучшее о Флоренции #ещенепознер;2020-04-20T07:00:11Z;24944;1143;18;0;511;618
Закладка;Закладка #23: синдром Стендаля, художники Лимонова, вдова Сахарова и воссозданный Рим #ещенепознер;2020-04-06T07:00:05Z;24612;1106;23;0;198;437
Закладка;Закладка #22: Долин и Набоков, Малевич и Бронзит, лучшая книга про хоккей #ещенепознер;2020-03-23T07:00:21Z;25544;1151;25;0;224;482
Закладка;Закладка #21: новый Мартынов, Зорин о Толстом, Ревзин о городе и приключения мышонка #ещенепознер;2020-03-09T07:00:16Z;25806;962;24;0;187;445
Закладка;Закладка #40: трип Мишеля Фуко, «Русофил», Михаил Сегал и взгляд улитки #ещенепознер;2020-12-21T07:00:01Z;23668;876;31;0;61;656
Закладка;Закладка #39: в поисках Гражданской обороны, Константинополя и оператора Антониони #ещенепознер;2020-12-07T08:00:15Z;29798;1131;47;0;118;801
Закладка;Закладка #38: «Всё, что вы хотели узнать о Москве...» #ещенепознер;2020-11-23T17:03:23Z;24853;1060;49;0;145;512
Закладка;Закладка #37: грекомания, Клейман об Эйзенштейне и Азбука театра #ещенепознер;2020-11-09T17:00:13Z;19141;922;21;0;55;556
Закладка;Закладка #36: следы Набокова, пьесы Пряжко, детство Линдгрен и собачки #ещенепознер;2020-10-26T16:30:06Z;25698;1189;21;0;73;555
Закладка;Закладка #35: Бэнкси, Докинз, Лев Толстой и бандиты #ещенепознер;2020-10-12T17:00:07Z;58355;2598;57;0;236;606
Закладка;Закладка #34: Шекспир, Эйзенштейн, петербургские дома и руководство по написанию мультфильма;2020-09-28T07:00:07Z;30149;1014;24;0;66;580
Закладка;Закладка #33: лучшие музеи Европы, сказка о Петербурге, дневники Монтеня и заметки Витгенштейна;2020-08-31T07:00:03Z;22354;1071;21;0;95;608
Закладка;Закладка #32: Хржановский, Каретников, Пиотровский и японские сказки на Смоленском кладбище;2020-08-17T08:30:00Z;20176;1025;34;0;103;746
Закладка;Закладка #31: письма Параджанова, Рим Ипполитова, Петр Вайль и «Топология страсти» #ещенепознер;2020-08-03T07:00:15Z;26403;1258;32;0;176;-1
Закладка;Закладка #30: Сокуров, Звягинцев и Мамардашвили, история чтения и книга про маму #ещенепознер;2020-07-20T07:00:00Z;26692;1243;28;0;178;569
Закладка;Закладка #29: идеальное путешествие, «Солнечное вещество», Хайдеггер и Тухачевский #ещенепознер;2020-07-06T07:00:20Z;29800;1520;28;0;407;497
Закладка;Закладка #28: Роберт Капа и заговор Бодрийяра, дневники Берггольц и «Мания Жизели» #ещенепознер;2020-06-22T07:00:21Z;26673;1067;17;0;333;496
Закладка;Закладка #27: 50 лучших фильмов, Шуберт и Солярис, Манн и Мень #ещенепознер;2020-06-01T07:00:11Z;31298;1451;21;0;625;555
Закладка;Закладка #26: Балабанов, мемуары Бардина, стихи Тарковского и великий роман Селина #ещенепознер;2020-05-18T07:00:00Z;28642;1290;25;0;384;468
Закладка;Закладка #25: Седакова о Рембрандте, Мандельштам и Рахманинов, Эрмитаж на каждый день #ещенепознер;2020-05-04T08:24:09Z;28163;1290;16;0;452;614
Закладка;Закладка #24: Гаспаров, Чуковская, сценарии Луцика и Саморядова, лучшее о Флоренции #ещенепознер;2020-04-20T07:00:11Z;24944;1143;18;0;511;618
Закладка;Закладка #23: синдром Стендаля, художники Лимонова, вдова Сахарова и воссозданный Рим #ещенепознер;2020-04-06T07:00:05Z;24612;1106;23;0;198;437
Закладка;Закладка #22: Долин и Набоков, Малевич и Бронзит, лучшая книга про хоккей #ещенепознер;2020-03-23T07:00:21Z;25544;1151;25;0;224;482
Закладка;Закладка #21: новый Мартынов, Зорин о Толстом, Ревзин о городе и приключения мышонка #ещенепознер;2020-03-09T07:00:16Z;25806;962;24;0;187;445
Закладка;Закладка #20: интервью Гордеевой, кабинет Агамбена, музыка за полчаса и фабрика слов #ещенепознер;2020-02-17T07:00:07Z;30726;1206;23;0;176;430
Закладка;Закладка #19: детектив о ДНК, память Беслана, архитектура, Дягилев и детский Окуджава #ещенепознер;2020-02-03T07:00:07Z;28266;1338;25;0;301;443
Закладка;Закладка #18: лучшая книга о Тарковском, правила Гордеевой, Эрик Сати и природа зла #ещенепознер;2019-12-23T07:00:04Z;25131;1107;21;0;57;449
Закладка;Закладка №17: заметки Лимонова, диалоги Картье-Брессона и танец Каннингема #ещенепознер;2019-12-09T07:00:05Z;24082;1188;12;0;61;458
Закладка;Закладка #16: лекции Аксёнова и мистика Тургенева, юродство и экзистенциализм #ещенепознер;2019-11-25T07:00:03Z;23170;1165;13;0;80;467
Закладка;Закладка #40: трип Мишеля Фуко, «Русофил», Михаил Сегал и взгляд улитки #ещенепознер;2020-12-21T07:00:01Z;23668;876;31;0;61;656
Закладка;Закладка #39: в поисках Гражданской обороны, Константинополя и оператора Антониони #ещенепознер;2020-12-07T08:00:15Z;29798;1131;47;0;118;801
Закладка;Закладка #38: «Всё, что вы хотели узнать о Москве...» #ещенепознер;2020-11-23T17:03:23Z;24853;1060;49;0;145;512
Закладка;Закладка #37: грекомания, Клейман об Эйзенштейне и Азбука театра #ещенепознер;2020-11-09T17:00:13Z;19141;922;21;0;55;556
Закладка;Закладка #36: следы Набокова, пьесы Пряжко, детство Линдгрен и собачки #ещенепознер;2020-10-26T16:30:06Z;25698;1189;21;0;73;555
Закладка;Закладка #35: Бэнкси, Докинз, Лев Толстой и бандиты #ещенепознер;2020-10-12T17:00:07Z;58355;2598;57;0;236;606
Закладка;Закладка #34: Шекспир, Эйзенштейн, петербургские дома и руководство по написанию мультфильма;2020-09-28T07:00:07Z;30149;1014;24;0;66;580
Закладка;Закладка #33: лучшие музеи Европы, сказка о Петербурге, дневники Монтеня и заметки Витгенштейна;2020-08-31T07:00:03Z;22354;1071;21;0;95;608
Закладка;Закладка #32: Хржановский, Каретников, Пиотровский и японские сказки на Смоленском кладбище;2020-08-17T08:30:00Z;20176;1025;34;0;103;746
Закладка;Закладка #31: письма Параджанова, Рим Ипполитова, Петр Вайль и «Топология страсти» #ещенепознер;2020-08-03T07:00:15Z;26403;1258;32;0;176;-1
Закладка;Закладка #30: Сокуров, Звягинцев и Мамардашвили, история чтения и книга про маму #ещенепознер;2020-07-20T07:00:00Z;26692;1243;28;0;178;569
Закладка;Закладка #29: идеальное путешествие, «Солнечное вещество», Хайдеггер и Тухачевский #ещенепознер;2020-07-06T07:00:20Z;29800;1520;28;0;407;497
Закладка;Закладка #28: Роберт Капа и заговор Бодрийяра, дневники Берггольц и «Мания Жизели» #ещенепознер;2020-06-22T07:00:21Z;26673;1067;17;0;333;496
Закладка;Закладка #27: 50 лучших фильмов, Шуберт и Солярис, Манн и Мень #ещенепознер;2020-06-01T07:00:11Z;31298;1451;21;0;625;555
Закладка;Закладка #26: Балабанов, мемуары Бардина, стихи Тарковского и великий роман Селина #ещенепознер;2020-05-18T07:00:00Z;28642;1290;25;0;384;468
Закладка;Закладка #25: Седакова о Рембрандте, Мандельштам и Рахманинов, Эрмитаж на каждый день #ещенепознер;2020-05-04T08:24:09Z;28163;1290;16;0;452;614
Закладка;Закладка #24: Гаспаров, Чуковская, сценарии Луцика и Саморядова, лучшее о Флоренции #ещенепознер;2020-04-20T07:00:11Z;24944;1143;18;0;511;618
Закладка;Закладка #23: синдром Стендаля, художники Лимонова, вдова Сахарова и воссозданный Рим #ещенепознер;2020-04-06T07:00:05Z;24612;1106;23;0;198;437
Закладка;Закладка #22: Долин и Набоков, Малевич и Бронзит, лучшая книга про хоккей #ещенепознер;2020-03-23T07:00:21Z;25544;1151;25;0;224;482
Закладка;Закладка #21: новый Мартынов, Зорин о Толстом, Ревзин о городе и приключения мышонка #ещенепознер;2020-03-09T07:00:16Z;25806;962;24;0;187;445
Закладка;Закладка #20: интервью Гордеевой, кабинет Агамбена, музыка за полчаса и фабрика слов #ещенепознер;2020-02-17T07:00:07Z;30726;1206;23;0;176;430
Закладка;Закладка #19: детектив о ДНК, память Беслана, архитектура, Дягилев и детский Окуджава #ещенепознер;2020-02-03T07:00:07Z;28266;1338;25;0;301;443
Закладка;Закладка #18: лучшая книга о Тарковском, правила Гордеевой, Эрик Сати и природа зла #ещенепознер;2019-12-23T07:00:04Z;25131;1107;21;0;57;449
Закладка;Закладка №17: заметки Лимонова, диалоги Картье-Брессона и танец Каннингема #ещенепознер;2019-12-09T07:00:05Z;24082;1188;12;0;61;458
Закладка;Закладка #16: лекции Аксёнова и мистика Тургенева, юродство и экзистенциализм #ещенепознер;2019-11-25T07:00:03Z;23170;1165;13;0;80;467
Закладка;Закладка #15: Антихрист и Бунин, Нуриев и «Жертвоприношение» #ещенепознер;2019-11-11T07:00:00Z;30411;1279;19;0;98;341
Закладка;Закладка #14: лучшая книга об импрессионистах, тюрьмы Фуко и Россия маркиза де Кюстина #ещенепознер;2019-10-28T07:00:10Z;25905;1255;20;0;90;426
Закладка;Закладка #13: лучшая биография Баха, Япония и Ханеке, Хармс для детей #ещенепознер;2019-10-14T07:00:08Z;20043;963;12;0;62;389
Закладка;Закладка #12: Серебряный век, скандальная биография Чехова и Шуберт в Петербурге #ещенепознер;2019-09-30T07:00:02Z;28894;1190;22;0;93;418
Закладка;Закладка #11: русские сокровища, голливудский обком и лучшая книга о Древней Греции #ещенепознер;2019-09-16T07:00:03Z;20305;1197;14;0;67;517
Закладка;Закладка #40: трип Мишеля Фуко, «Русофил», Михаил Сегал и взгляд улитки #ещенепознер;2020-12-21T07:00:01Z;23668;876;31;0;61;656
Закладка;Закладка #39: в поисках Гражданской обороны, Константинополя и оператора Антониони #ещенепознер;2020-12-07T08:00:15Z;29798;1131;47;0;118;801
Закладка;Закладка #38: «Всё, что вы хотели узнать о Москве...» #ещенепознер;2020-11-23T17:03:23Z;24853;1060;49;0;145;512
Закладка;Закладка #37: грекомания, Клейман об Эйзенштейне и Азбука театра #ещенепознер;2020-11-09T17:00:13Z;19141;922;21;0;55;556
Закладка;Закладка #36: следы Набокова, пьесы Пряжко, детство Линдгрен и собачки #ещенепознер;2020-10-26T16:30:06Z;25698;1189;21;0;73;555
Закладка;Закладка #35: Бэнкси, Докинз, Лев Толстой и бандиты #ещенепознер;2020-10-12T17:00:07Z;58355;2598;57;0;236;606
Закладка;Закладка #34: Шекспир, Эйзенштейн, петербургские дома и руководство по написанию мультфильма;2020-09-28T07:00:07Z;30149;1014;24;0;66;580
Закладка;Закладка #33: лучшие музеи Европы, сказка о Петербурге, дневники Монтеня и заметки Витгенштейна;2020-08-31T07:00:03Z;22354;1071;21;0;95;608
Закладка;Закладка #32: Хржановский, Каретников, Пиотровский и японские сказки на Смоленском кладбище;2020-08-17T08:30:00Z;20176;1025;34;0;103;746
Закладка;Закладка #31: письма Параджанова, Рим Ипполитова, Петр Вайль и «Топология страсти» #ещенепознер;2020-08-03T07:00:15Z;26403;1258;32;0;176;-1
Закладка;Закладка #30: Сокуров, Звягинцев и Мамардашвили, история чтения и книга про маму #ещенепознер;2020-07-20T07:00:00Z;26692;1243;28;0;178;569
Закладка;Закладка #29: идеальное путешествие, «Солнечное вещество», Хайдеггер и Тухачевский #ещенепознер;2020-07-06T07:00:20Z;29800;1520;28;0;407;497
Закладка;Закладка #28: Роберт Капа и заговор Бодрийяра, дневники Берггольц и «Мания Жизели» #ещенепознер;2020-06-22T07:00:21Z;26673;1067;17;0;333;496
Закладка;Закладка #27: 50 лучших фильмов, Шуберт и Солярис, Манн и Мень #ещенепознер;2020-06-01T07:00:11Z;31298;1451;21;0;625;555
Закладка;Закладка #26: Балабанов, мемуары Бардина, стихи Тарковского и великий роман Селина #ещенепознер;2020-05-18T07:00:00Z;28642;1290;25;0;384;468
Закладка;Закладка #25: Седакова о Рембрандте, Мандельштам и Рахманинов, Эрмитаж на каждый день #ещенепознер;2020-05-04T08:24:09Z;28163;1290;16;0;452;614
Закладка;Закладка #24: Гаспаров, Чуковская, сценарии Луцика и Саморядова, лучшее о Флоренции #ещенепознер;2020-04-20T07:00:11Z;24944;1143;18;0;511;618
Закладка;Закладка #23: синдром Стендаля, художники Лимонова, вдова Сахарова и воссозданный Рим #ещенепознер;2020-04-06T07:00:05Z;24612;1106;23;0;198;437
Закладка;Закладка #22: Долин и Набоков, Малевич и Бронзит, лучшая книга про хоккей #ещенепознер;2020-03-23T07:00:21Z;25544;1151;25;0;224;482
Закладка;Закладка #21: новый Мартынов, Зорин о Толстом, Ревзин о городе и приключения мышонка #ещенепознер;2020-03-09T07:00:16Z;25806;962;24;0;187;445
Закладка;Закладка #20: интервью Гордеевой, кабинет Агамбена, музыка за полчаса и фабрика слов #ещенепознер;2020-02-17T07:00:07Z;30726;1206;23;0;176;430
Закладка;Закладка #19: детектив о ДНК, память Беслана, архитектура, Дягилев и детский Окуджава #ещенепознер;2020-02-03T07:00:07Z;28266;1338;25;0;301;443
Закладка;Закладка #18: лучшая книга о Тарковском, правила Гордеевой, Эрик Сати и природа зла #ещенепознер;2019-12-23T07:00:04Z;25131;1107;21;0;57;449
Закладка;Закладка №17: заметки Лимонова, диалоги Картье-Брессона и танец Каннингема #ещенепознер;2019-12-09T07:00:05Z;24082;1188;12;0;61;458
Закладка;Закладка #16: лекции Аксёнова и мистика Тургенева, юродство и экзистенциализм #ещенепознер;2019-11-25T07:00:03Z;23170;1165;13;0;80;467
Закладка;Закладка #15: Антихрист и Бунин, Нуриев и «Жертвоприношение» #ещенепознер;2019-11-11T07:00:00Z;30411;1279;19;0;98;341
Закладка;Закладка #14: лучшая книга об импрессионистах, тюрьмы Фуко и Россия маркиза де Кюстина #ещенепознер;2019-10-28T07:00:10Z;25905;1255;20;0;90;426
Закладка;Закладка #13: лучшая биография Баха, Япония и Ханеке, Хармс для детей #ещенепознер;2019-10-14T07:00:08Z;20043;963;12;0;62;389
Закладка;Закладка #12: Серебряный век, скандальная биография Чехова и Шуберт в Петербурге #ещенепознер;2019-09-30T07:00:02Z;28894;1190;22;0;93;418
Закладка;Закладка #11: русские сокровища, голливудский обком и лучшая книга о Древней Греции #ещенепознер;2019-09-16T07:00:03Z;20305;1197;14;0;67;517
Закладка;Закладка #10: Чуковский и Гессе, Муратов и Мунипов, история советской школы #ещенепознер;2019-09-02T07:00:00Z;21389;1030;15;0;55;477
Закладка;Закладка #9: русский Пруст, французская кровь, Россия на экране и в метро #ещенепознер;2019-08-19T07:00:00Z;23103;1225;10;0;90;506
Закладка;Закладка #8: Платонов и Оден, музыка и медицина, бабушки и футбол #ещенепознер;2019-08-05T07:00:04Z;22474;1115;18;0;61;365
Закладка;Закладка #7: Драгунский и Витгенштейн, Пётр Вайль и Кавказская война #ещенепознер;2019-07-22T07:00:02Z;26393;1251;23;0;81;495
Закладка;Закладка #6: секреты живописи, тайны деревьев, история медицины #ещенепознер;2019-07-08T07:00:01Z;25103;1384;30;0;74;417
Закладка;Закладка #40: трип Мишеля Фуко, «Русофил», Михаил Сегал и взгляд улитки #ещенепознер;2020-12-21T07:00:01Z;23668;876;31;0;61;656
Закладка;Закладка #39: в поисках Гражданской обороны, Константинополя и оператора Антониони #ещенепознер;2020-12-07T08:00:15Z;29798;1131;47;0;118;801
Закладка;Закладка #38: «Всё, что вы хотели узнать о Москве...» #ещенепознер;2020-11-23T17:03:23Z;24853;1060;49;0;145;512
Закладка;Закладка #37: грекомания, Клейман об Эйзенштейне и Азбука театра #ещенепознер;2020-11-09T17:00:13Z;19141;922;21;0;55;556
Закладка;Закладка #36: следы Набокова, пьесы Пряжко, детство Линдгрен и собачки #ещенепознер;2020-10-26T16:30:06Z;25698;1189;21;0;73;555
Закладка;Закладка #35: Бэнкси, Докинз, Лев Толстой и бандиты #ещенепознер;2020-10-12T17:00:07Z;58355;2598;57;0;236;606
Закладка;Закладка #34: Шекспир, Эйзенштейн, петербургские дома и руководство по написанию мультфильма;2020-09-28T07:00:07Z;30149;1014;24;0;66;580
Закладка;Закладка #33: лучшие музеи Европы, сказка о Петербурге, дневники Монтеня и заметки Витгенштейна;2020-08-31T07:00:03Z;22354;1071;21;0;95;608
Закладка;Закладка #32: Хржановский, Каретников, Пиотровский и японские сказки на Смоленском кладбище;2020-08-17T08:30:00Z;20176;1025;34;0;103;746
Закладка;Закладка #31: письма Параджанова, Рим Ипполитова, Петр Вайль и «Топология страсти» #ещенепознер;2020-08-03T07:00:15Z;26403;1258;32;0;176;-1
Закладка;Закладка #30: Сокуров, Звягинцев и Мамардашвили, история чтения и книга про маму #ещенепознер;2020-07-20T07:00:00Z;26692;1243;28;0;178;569
Закладка;Закладка #29: идеальное путешествие, «Солнечное вещество», Хайдеггер и Тухачевский #ещенепознер;2020-07-06T07:00:20Z;29800;1520;28;0;407;497
Закладка;Закладка #28: Роберт Капа и заговор Бодрийяра, дневники Берггольц и «Мания Жизели» #ещенепознер;2020-06-22T07:00:21Z;26673;1067;17;0;333;496
Закладка;Закладка #27: 50 лучших фильмов, Шуберт и Солярис, Манн и Мень #ещенепознер;2020-06-01T07:00:11Z;31298;1451;21;0;625;555
Закладка;Закладка #26: Балабанов, мемуары Бардина, стихи Тарковского и великий роман Селина #ещенепознер;2020-05-18T07:00:00Z;28642;1290;25;0;384;468
Закладка;Закладка #25: Седакова о Рембрандте, Мандельштам и Рахманинов, Эрмитаж на каждый день #ещенепознер;2020-05-04T08:24:09Z;28163;1290;16;0;452;614
Закладка;Закладка #24: Гаспаров, Чуковская, сценарии Луцика и Саморядова, лучшее о Флоренции #ещенепознер;2020-04-20T07:00:11Z;24944;1143;18;0;511;618
Закладка;Закладка #23: синдром Стендаля, художники Лимонова, вдова Сахарова и воссозданный Рим #ещенепознер;2020-04-06T07:00:05Z;24612;1106;23;0;198;437
Закладка;Закладка #22: Долин и Набоков, Малевич и Бронзит, лучшая книга про хоккей #ещенепознер;2020-03-23T07:00:21Z;25544;1151;25;0;224;482
Закладка;Закладка #21: новый Мартынов, Зорин о Толстом, Ревзин о городе и приключения мышонка #ещенепознер;2020-03-09T07:00:16Z;25806;962;24;0;187;445
Закладка;Закладка #20: интервью Гордеевой, кабинет Агамбена, музыка за полчаса и фабрика слов #ещенепознер;2020-02-17T07:00:07Z;30726;1206;23;0;176;430
Закладка;Закладка #19: детектив о ДНК, память Беслана, архитектура, Дягилев и детский Окуджава #ещенепознер;2020-02-03T07:00:07Z;28266;1338;25;0;301;443
Закладка;Закладка #18: лучшая книга о Тарковском, правила Гордеевой, Эрик Сати и природа зла #ещенепознер;2019-12-23T07:00:04Z;25131;1107;21;0;57;449
Закладка;Закладка №17: заметки Лимонова, диалоги Картье-Брессона и танец Каннингема #ещенепознер;2019-12-09T07:00:05Z;24082;1188;12;0;61;458
Закладка;Закладка #16: лекции Аксёнова и мистика Тургенева, юродство и экзистенциализм #ещенепознер;2019-11-25T07:00:03Z;23170;1165;13;0;80;467
Закладка;Закладка #15: Антихрист и Бунин, Нуриев и «Жертвоприношение» #ещенепознер;2019-11-11T07:00:00Z;30411;1279;19;0;98;341
Закладка;Закладка #14: лучшая книга об импрессионистах, тюрьмы Фуко и Россия маркиза де Кюстина #ещенепознер;2019-10-28T07:00:10Z;25905;1255;20;0;90;426
Закладка;Закладка #13: лучшая биография Баха, Япония и Ханеке, Хармс для детей #ещенепознер;2019-10-14T07:00:08Z;20043;963;12;0;62;389
Закладка;Закладка #12: Серебряный век, скандальная биография Чехова и Шуберт в Петербурге #ещенепознер;2019-09-30T07:00:02Z;28894;1190;22;0;93;418
Закладка;Закладка #11: русские сокровища, голливудский обком и лучшая книга о Древней Греции #ещенепознер;2019-09-16T07:00:03Z;20305;1197;14;0;67;517
Закладка;Закладка #10: Чуковский и Гессе, Муратов и Мунипов, история советской школы #ещенепознер;2019-09-02T07:00:00Z;21389;1030;15;0;55;477
Закладка;Закладка #9: русский Пруст, французская кровь, Россия на экране и в метро #ещенепознер;2019-08-19T07:00:00Z;23103;1225;10;0;90;506
Закладка;Закладка #8: Платонов и Оден, музыка и медицина, бабушки и футбол #ещенепознер;2019-08-05T07:00:04Z;22474;1115;18;0;61;365
Закладка;Закладка #7: Драгунский и Витгенштейн, Пётр Вайль и Кавказская война #ещенепознер;2019-07-22T07:00:02Z;26393;1251;23;0;81;495
Закладка;Закладка #6: секреты живописи, тайны деревьев, история медицины #ещенепознер;2019-07-08T07:00:01Z;25103;1384;30;0;74;417
Закладка;Закладка #5: Бродский и Соррентино, Питер Пэн и Эйзенштейн #ещенепознер;2019-06-24T07:00:04Z;30935;1473;61;0;146;474
Закладка;Закладка #4: Сокуров и Бодров, Мамардашвили и Рим #ещенепознер;2019-06-10T07:00:46Z;29273;1421;22;0;85;408
Закладка;Закладка #3: пропаганда, Шеремет и Носик, Леонардо, Алексиевич и Тель-Авив #ещенепознер;2019-06-03T07:21:42Z;36704;1781;29;0;89;451
Закладка;Закладка #2: Гордеева и Хаматова, Кома Иванов и Харари, Освенцим и забытые мечты #ещенепознер;2019-05-27T07:00:10Z;39859;2072;18;0;132;504
Закладка;Закладка #1: Репин, Горбачёв, Бах, Хокинг и «История старой квартиры» #ещенепознер;2019-05-20T06:57:44Z;74090;4502;46;0;317;568
Второй сезон #ещенепознер;Юлия Латынина: папки Путина, война с Грузией, Эйнштейн и Иисус #ещенепознер;2019-04-18T07:02:27Z;559224;13339;1289;0;2070;3814
Второй сезон #ещенепознер;Алла Демидова: предатели, собаки и гении #ещенепознер;2019-04-11T06:56:30Z;702283;13707;583;0;1352;4556
Второй сезон #ещенепознер;Гарри Бардин: одиночество, цензура и счастье #ещенепознер;2019-04-04T07:00:52Z;154845;6485;94;0;485;3534
Второй сезон #ещенепознер;Григорий Явлинский: покушение на сына, спецслужбы и заложники #ещенепознер;2019-03-28T07:00:18Z;302162;12898;437;0;1853;-1
Второй сезон #ещенепознер;SHORTPARIS: страх, ненависть и тело России #ещенепознер;2019-03-21T06:46:19Z;745455;37988;972;0;2864;3093
Второй сезон #ещенепознер;Юлия Латынина: папки Путина, война с Грузией, Эйнштейн и Иисус #ещенепознер;2019-04-18T07:02:27Z;559224;13339;1289;0;2070;3814
Второй сезон #ещенепознер;Алла Демидова: предатели, собаки и гении #ещенепознер;2019-04-11T06:56:30Z;702283;13707;583;0;1352;4556
Второй сезон #ещенепознер;Гарри Бардин: одиночество, цензура и счастье #ещенепознер;2019-04-04T07:00:52Z;154845;6485;94;0;485;3534
Второй сезон #ещенепознер;Григорий Явлинский: покушение на сына, спецслужбы и заложники #ещенепознер;2019-03-28T07:00:18Z;302162;12898;437;0;1853;-1
Второй сезон #ещенепознер;SHORTPARIS: страх, ненависть и тело России #ещенепознер;2019-03-21T06:46:19Z;745455;37988;972;0;2864;3093
Второй сезон #ещенепознер;Екатерина Шульман: выбирает преемника Путина и обижает всех #ещенепознер;2019-03-14T07:02:27Z;1287206;37303;2411;0;5004;3972
Второй сезон #ещенепознер;Юрий Сапрыкин: Лимонов и Пархоменко, философы и хипстеры #ещенепознер;2019-03-07T08:40:44Z;165180;4498;201;0;418;3872
Второй сезон #ещенепознер;Владимир Мартынов: Соррентино, Федоров, Пярт и конец времени композиторов #ещенепознер;2019-02-28T06:59:17Z;171916;4925;147;0;516;3687
Второй сезон #ещенепознер;Виктор Шендерович: деньги Суркова, театр Табакова и Крым #ещенепознер;2019-02-21T06:59:17Z;487241;14494;528;0;1277;4206
Второй сезон #ещенепознер;Антон Долин: Oxxxymiron, Ургант и сериал про Путина #ещенепознер;2019-02-14T07:03:37Z;697315;19641;745;0;1279;3520
Второй сезон #ещенепознер;Юлия Латынина: папки Путина, война с Грузией, Эйнштейн и Иисус #ещенепознер;2019-04-18T07:02:27Z;559224;13339;1289;0;2070;3814
Второй сезон #ещенепознер;Алла Демидова: предатели, собаки и гении #ещенепознер;2019-04-11T06:56:30Z;702283;13707;583;0;1352;4556
Второй сезон #ещенепознер;Гарри Бардин: одиночество, цензура и счастье #ещенепознер;2019-04-04T07:00:52Z;154845;6485;94;0;485;3534
Второй сезон #ещенепознер;Григорий Явлинский: покушение на сына, спецслужбы и заложники #ещенепознер;2019-03-28T07:00:18Z;302162;12898;437;0;1853;-1
Второй сезон #ещенепознер;SHORTPARIS: страх, ненависть и тело России #ещенепознер;2019-03-21T06:46:19Z;745455;37988;972;0;2864;3093
Второй сезон #ещенепознер;Екатерина Шульман: выбирает преемника Путина и обижает всех #ещенепознер;2019-03-14T07:02:27Z;1287206;37303;2411;0;5004;3972
Второй сезон #ещенепознер;Юрий Сапрыкин: Лимонов и Пархоменко, философы и хипстеры #ещенепознер;2019-03-07T08:40:44Z;165180;4498;201;0;418;3872
Второй сезон #ещенепознер;Владимир Мартынов: Соррентино, Федоров, Пярт и конец времени композиторов #ещенепознер;2019-02-28T06:59:17Z;171916;4925;147;0;516;3687
Второй сезон #ещенепознер;Виктор Шендерович: деньги Суркова, театр Табакова и Крым #ещенепознер;2019-02-21T06:59:17Z;487241;14494;528;0;1277;4206
Второй сезон #ещенепознер;Антон Долин: Oxxxymiron, Ургант и сериал про Путина #ещенепознер;2019-02-14T07:03:37Z;697315;19641;745;0;1279;3520
Второй сезон #ещенепознер;Алексей Уминский: пофигизм, патриарх и яйцо динозавра #ещёнепознер;2019-02-07T07:01:29Z;339367;10062;384;0;1275;3861
Второй сезон #ещенепознер;Олег Басилашвили: война, кино и свобода #ещенепознер;2019-01-31T06:57:10Z;566585;15787;420;0;1443;3356
Второй сезон #ещенепознер;Нюта Федермессер: Каспаров и ЮКОС, власть и смерть #ещенепознер;2019-01-24T07:00:07Z;220213;5666;450;0;721;2918
Второй сезон #ещенепознер;Лев Шлосберг: тайные похороны, уставшие врачи и вежливая ярость #ещенепознер;2019-05-16T07:02:00Z;342692;13383;328;0;1795;3932
Второй сезон #ещенепознер;Александр Архангельский: что значит сегодня быть русским? #ещенепознер;2019-05-10T07:47:27Z;210806;6936;419;0;1285;3418
Второй сезон #ещенепознер;Юлия Латынина: папки Путина, война с Грузией, Эйнштейн и Иисус #ещенепознер;2019-04-18T07:02:27Z;559224;13339;1289;0;2070;3814
